,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture,id
1106,16.99,0.825,blue buffalo wilderness trail trays turkey grill formula grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,2.0,pate,114243
1107,23.99,4.125,halo chicken & salmon recipe grain-free small breed ,Halo,Halo,5.0,16.0,pate,77035
1108,60.12,0.825,ziwi peak beef recipe ,Ziwi,Ziwi,4.7,13.0,pate,113395
1109,58.49,8.25,purina pro plan veterinary diets cn critical nutrition formula canned dog & cat food,Purina Pro Plan Veterinary Diets,Purina,4.6,11.0,minced,92027
1110,30.77,9.899999999999999,castor & pollux natural ultramix all-beef sausage links & sweet potato entree grain-free adult ,Castor & Pollux,Castor & Pollux,4.8,25.0,stew,65672
1111,20.49,0.825,eukanuba adult chicken & vegetable stew formula ,Eukanuba,Eukanuba,3.9,10.0,stew,121986
1112,9.62,4.78125,variety pet foods grandma's casserole & savannah crockpot variety pack ,Variety Pet Foods,Variety Pet Foods,4.6,5.0,stew,100958
1113,26.40,0.825,instinct by nature's variety grain-free lamb formula ,Instinct,Instinct,4.5,29.0,pate,120821
1114,17.04,2.0999999999999996,weruva dogs in the kitchen love me tender with chicken breast au jus grain-free dog food pouches,Weruva,Weruva,4.2,17.0,bits in broth,91004
1115,25.99,9.375,avoderm natural grain-free turkey & vegetable stew recipe adult & puppy ,AvoDerm,AvoDerm,4.9,16.0,stew,89216
1116,32.99,9.375,wellness complete health whitefish & sweet potato formula ,Wellness,Wellness,4.6,27.0,pate,49227
1117,18.22,9.75,"iams proactive health adult turkey,vegetables and rice flavor chunks in gravy ",Iams,Iams,4.9,9.0,chunks in gravy,47677
1118,11.91,0.825,"alpo chop house beef tenderloin flavor in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.5,10.0,chunks in gravy,99989
1119,16.80,5.25,cesar original pate with beef dog food trays,Cesar,Cesar,5.0,4.0,pate,47088
1120,19.97,9.75,purina one smartblend true instinct tender cuts in gravy with real chicken & duck ,Purina ONE,Purina,4.3,6.0,chunks in gravy,102388
1121,33.99,4.5,"wellness petite entrees shredded medley with braised lamb,venison,white sweet potatoes & carrots grain-free wet dog food",Wellness,Wellness,4.9,7.0,shredded,95687
1122,25.08,9.75,i and love and you beef booyah stew grain-free ,I and Love and You,I and Love and You,4.8,12.0,stew,89297
1123,21.49,0.825,nutro puppy tender lamb & rice recipe pate ,Nutro,Nutro,4.6,14.0,pate,86737
1124,19.99,9.75,dave's pet food naturally healthy liver & beef recipe ,Dave's Pet Food,Dave's Pet Food,4.6,28.0,pate,66598
1125,50.80,0.825,royal canin starter mousse mother & babydog ,Royal Canin,Royal Canin,4.9,38.0,pate,52401
1126,32.99,9.75,evanger's grain-free quail canned dog & cat food,Evanger's,Evanger's,4.5,12.0,pate,109690
1129,26.28,9.75,dave's pet food grain-free turkey & bacon recipe ,Dave's Pet Food,Dave's Pet Food,4.8,18.0,pate,66640
1130,31.44,9.524999999999999,merrick chunky grain-free carver's delight dinner ,Merrick,Merrick,4.3,23.0,chunks in gravy,77014
1131,28.33,6.0,natural balance delectable delights choplick'n stew wet dog food,Natural Balance,Natural Balance,4.8,12.0,stew,52473
1132,29.99,9.375,blue buffalo wilderness bayou blend with alligator & catfish grain-free ,Blue Buffalo,Blue Buffalo,4.3,27.0,pate,95947
1133,29.88,9.75,"nulo freestyle chicken,carrots & peas recipe grain-free ",Nulo,Nulo,4.8,5.0,pate,76743
1134,17.94,0.825,instinct by nature's variety grain-free stews beef recipe wet ,Instinct,Instinct,5.0,2.0,stew,122341
1135,17.94,0.825,instinct by nature's variety grain-free stews chicken recipe wet ,Instinct,Instinct,4.9,7.0,stew,122338
1136,11.37,4.78125,variety pet foods healthy coat variety pack ,Variety Pet Foods,Variety Pet Foods,4.7,7.0,stew,101003
1137,29.99,0.825,"blue buffalo wilderness flatland feast turkey,quail & duck formula grain-free ",Blue Buffalo,Blue Buffalo,4.3,6.0,pate,114214
1138,17.21,2.0999999999999996,tiki dog kauai luau succulent chicken on brown rice with tiger prawns ,Tiki Dog,Tiki Dog,4.9,18.0,shredded,49129
1140,32.99,9.375,wellness complete health duck & sweet potato formula ,Wellness,Wellness,5.0,24.0,pate,49208
1141,26.41,9.75,dogswell happy hips duck & sweet potato stew recipe grain-free ,Dogswell,Dogswell,4.9,17.0,stew,47139
1142,10.09,0.825,"pedigree chopped ground dinner with chicken,beef & liver ",Pedigree,Pedigree,4.8,5.0,minced,114361
1143,32.28,9.75,wild calling chicken coop 96% chicken grain-free adult ,Wild Calling,Wild Calling,4.3,14.0,pate,77354
1144,4.93,0.825,pedigree choice cuts variety pack grilled chicken & filet mignon flavor wet dog food,Pedigree,Pedigree,4.5,4.0,chunks in gravy,123262
1145,25.92,8.25,"purina pro plan savor adult seared beef,green beans & brown rice entree in gravy ",Purina Pro Plan,Purina,5.0,7.0,chunks in gravy,67585
1146,38.24,8.25,weruva grandma's chicken soup with chicken& veggies grain-free ,Weruva,Weruva,4.1,16.0,chunks in gravy,51245
1147,27.44,0.825,royal canin weight care in gel ,Royal Canin,Royal Canin,4.2,6.0,pate,99648
1148,33.99,4.5,"wellness petite entrees mini-filets with roasted chicken,carrots & red peppers in gravy grain-free wet dog food",Wellness,Wellness,4.5,11.0,chunks in gravy,76673
1150,23.59,9.75,"natural balance original ultra whole body health puppy formula chicken,duck & brown rice ",Natural Balance,Natural Balance,4.1,15.0,pate,83604
1151,29.88,9.75,"nulo freestyle beef,peas & carrot recipe grain-free ",Nulo,Nulo,4.4,7.0,pate,76747
1152,36.48,9.899999999999999,nature's logic canine lamb feast grain-free ,Nature's Logic,Nature's Logic,4.9,16.0,minced,54304
1153,28.33,6.0,natural balance delectable delights chow-down chowder stew wet dog food,Natural Balance,Natural Balance,4.3,15.0,stew,52474
1154,28.08,0.825,instinct by nature's variety limited ingredient diet grain-free duck formula ,Instinct,Instinct,4.6,12.0,pate,120824
1155,17.99,0.825,blue buffalo divine delights pate variety pack top sirloin & grilled chicken flavor dog food trays,Blue Buffalo,Blue Buffalo,,,pate,114271
1156,13.99,0.825,blue buffalo divine delights filet mignon flavor pate dog food trays,Blue Buffalo,Blue Buffalo,4.3,3.0,pate,114264
1157,24.71,0.825,purina beyond grain-free turkey & sweet potato recipe ground entree ,Purina Beyond,Purina,4.6,8.0,pate,111058
1158,30.00,9.899999999999999,"solid gold hund-n-flocken lamb,brown rice & barley recipe ",Solid Gold,Solid Gold,5.0,22.0,pate,86569
1159,75.99,0.825,royal canin veterinary diet vegetarian ,Royal Canin Veterinary Diet,Royal Canin,4.8,13.0,pate,77541
1160,13.99,0.825,"blue buffalo divine delights sausage,egg & cheese flavor pate dog food trays",Blue Buffalo,Blue Buffalo,5.0,2.0,pate,114277
1161,35.88,9.75,zignature whitefish limited ingredient formula grain-free ,Zignature,Zignature,4.1,16.0,pate,91530
1162,21.99,0.825,nutro puppy tender chicken & oatmeal recipe pate ,Nutro,Nutro,4.6,16.0,pate,86746
1163,10.80,0.825,purina bella grilled chicken flavor in savory juices small breed dog food trays,Purina Bella,Purina,4.3,6.0,pate,110781
1164,16.80,5.25,cesar puppy with chicken & beef dog food trays,Cesar,Cesar,4.6,14.0,pate,47090
1165,29.99,0.825,"blue buffalo wilderness snake river grill trout,venison & rabbit formula grain-free ",Blue Buffalo,Blue Buffalo,4.0,6.0,pate,114219
1166,20.99,4.875,"wysong epigen variety pack grain-free canned  dog,cat & ferret food",Wysong,Wysong,3.8,54.0,pate,83378
1167,19.99,0.825,blue buffalo wilderness trail tubs beef stew grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,4.0,stew,114247
1168,28.33,6.0,natural balance delectable delights bowl 'o barkgundy stew wet dog food,Natural Balance,Natural Balance,4.8,18.0,stew,52472
1169,31.44,0.825,merrick classic grain-free beef recipe puppy plate ,Merrick,Merrick,3.5,8.0,chunks in gravy,117174
1170,28.99,9.899999999999999,victor grain-free beef & vegetables entree in gravy ,Victor,Victor,4.3,9.0,chunks in gravy,107345
1171,48.57,14.0625,wellness core grain-free turkey lovers variety pack ,Wellness,Wellness,4.8,12.0,pate,102007
1172,28.99,9.375,blue buffalo blue's hunter's stew grain free ,Blue Buffalo,Blue Buffalo,4.7,15.0,stew,85005
1173,30.15,9.899999999999999,"castor & pollux natural ultramix venison,white potatoes & fresh cut carrots entree grain-free adult ",Castor & Pollux,Castor & Pollux,4.8,12.0,"stew, chunks in gravy",65668
1174,31.44,0.825,merrick backcountry hero's banquet stew grain-free ,Merrick,Merrick,4.4,5.0,stew,117745
1175,32.99,9.375,wellness simple limited ingredient diet grain-free whitefish & potato formula ,Wellness,Wellness,4.3,38.0,pate,51716
1176,15.00,2.0999999999999996,weruva dogs in the kitchen the double dip with beef & wild caught salmon au jus grain-free dog food pouches,Weruva,Weruva,4.1,14.0,bits in broth,91014
1177,29.52,9.524999999999999,castor & pollux organix grain-free butcher & bushel organic shredded chicken dinner in gravy adult ,Castor & Pollux,Castor & Pollux,3.8,16.0,chunks in gravy,65658
1178,29.61,9.75,evanger's organics turkey with potato & carrots dinner grain-free ,Evanger's,Evanger's,4.8,34.0,pate,60002
1179,28.99,9.75,dogswell happy hips chicken & sweet potato stew recipe grain-free ,Dogswell,Dogswell,4.9,25.0,stew,47138
1180,21.73,9.75,i and love and you cluckin' good stew grain-free ,I and Love and You,I and Love and You,4.4,8.0,stew,89295
1181,28.08,0.825,instinct by nature's variety grain-free venison formula ,Instinct,Instinct,4.5,26.0,pate,120823
1182,16.80,5.25,"cesar home delights turkey,green beans,& potatoes dog food trays",Cesar,Cesar,4.6,10.0,chunks in gravy,86041
1183,31.44,9.524999999999999,merrick backcountry grain-free 96% real beef recipe ,Merrick,Merrick,4.1,16.0,pate,86947
1184,12.08,0.825,"purina beneful chopped blends with beef,carrots,peas & barley wet dog food",Purina Beneful,Purina,,,chunks in gravy,130951
1185,34.68,9.600000000000001,party animal cocolicious organic beef & turkey recipe grain-free ,Party Animal,Party Animal,4.7,14.0,pate,88829
1187,24.16,9.524999999999999,castor & pollux organix organic chicken & brown rice recipe adult ,Castor & Pollux,Castor & Pollux,4.8,13.0,pate,49804
1188,37.08,9.149999999999999,firstmate wild tuna formula limited ingredient grain-free ,FirstMate,FirstMate,5.0,2.0,pate,88474
1189,43.21,9.375,bravo! canine cafe chicken fricassee grain-free ,Bravo!,Bravo!,3.0,2.0,minced,92934
1190,52.29,9.75,hound & gatos rabbit formula grain-free ,Hound & Gatos,Hound & Gatos,2.7,3.0,pate,89900
1191,34.68,9.75,party animal turn up da turkey recipe grain-free ,Party Animal,Party Animal,4.9,7.0,pate,88820
1192,34.68,9.75,party animal heavenly venison grain-free recipe ,Party Animal,Party Animal,4.8,17.0,pate,88815
1193,28.68,0.825,health extension salmon entree grain-free ,Health Extension,Health Extension,4.6,10.0,pate,88705
1194,28.68,0.825,health extension vegetarian entree grain-free ,Health Extension,Health Extension,4.4,5.0,pate,88702
1195,34.48,0.825,royal canin urban life adult ,Royal Canin,Royal Canin,5.0,2.0,pate,88013
1196,45.48,9.75,wild calling hoppy's 96% rabbit grain-free adult ,Wild Calling,Wild Calling,4.8,43.0,pate,77372
1197,45.36,0.825,nutro wild frontier open plains recipe turkey & lamb loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,Nutro,Nutro,,,pate,132085
1198,25.08,0.825,"castor & pollux organix tiny feasts organic turkey,quinoa & carrot stew dog food trays",Castor & Pollux,Castor & Pollux,,,stew,131180
1199,37.08,9.149999999999999,firstmate 50/50 turkey & tuna formula grain-free ,FirstMate,FirstMate,5.0,1.0,pate,106664
1200,32.05,9.5625,variety pet foods grandma's casserole ,Variety Pet Foods,Variety Pet Foods,5.0,1.0,stew,100962
1201,31.08,9.75,dave's pet food stewlicious grain-free turducken stew ,Dave's Pet Food,Dave's Pet Food,,,stew,99493
1202,18.72,2.625,merrick lil' plates grain-free dainty duck medley in gravy dog food trays,Merrick,Merrick,4.6,7.0,stew,98913
1203,32.64,0.825,against the grain nothing else chicken grain-free ,Against the Grain,Against the Grain,,,chunks in gravy,130420
1204,41.99,9.0,against the grain hand pulled chicken with gravy dinner grain-free ,Against the Grain,Against the Grain,4.1,18.0,shredded,66890
1205,53.88,10.350000000000001,addiction unagi & seaweed entree grain-free ,Addiction,Addiction,3.7,6.0,pate,60116
1206,0,0.825,evanger's grain-free hand packed braised beef chunks with gravy ,Evanger's,Evanger's,4.8,32.0,chunks in gravy,60000
1207,41.74,9.75,canine caviar 96% duck & sweet potato grain-free ,Canine Caviar,Canine Caviar,4.6,29.0,pate,50972
1208,34.65,9.75,canine caviar 96% turkey grain-free ,Canine Caviar,Canine Caviar,4.4,34.0,pate,50971
1209,30.92,9.75,nutrisca grain-free salmon & chickpea stew recipe ,Nutrisca,Nutrisca,4.8,34.0,stew,50944
1210,76.49,0.825,royal canin veterinary diet selected protein adult pv ,Royal Canin Veterinary Diet,Royal Canin,4.9,94.0,pate,49966
1211,44.84,9.675,wysong adult with organic chicken ,Wysong,Wysong,5.0,2.0,pate,49353
1212,31.60,9.899999999999999,"petguard senior chicken,liver & vegetables dinner ",PetGuard,PetGuard,4.3,6.0,pate,48564
1213,30.40,9.899999999999999,petguard gumbo with gravy ,PetGuard,PetGuard,,,pate,48559
1214,31.08,10.5,petguard chicken & vegetables puppy dinner ,PetGuard,PetGuard,5.0,1.0,pate,48556
1215,39.89,9.75,hound & gatos original paleolithic diet formula grain-free dog food,Hound & Gatos,Hound & Gatos,,,pate,138368
1216,39.89,9.75,hound & gatos gamebird formula grain-free dog food,Hound & Gatos,Hound & Gatos,,,pate,138364
1217,35.99,9.75,hound & gatos turkey formula grain-free dog food,Hound & Gatos,Hound & Gatos,,,pate,138362
1218,25.87,0.825,"kibbles 'n bits homestyle tender slices with real beef,chicken & vegetables in gravy ",Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134052
1219,15.71,0.825,kibbles 'n bits homestyle meatballs & pasta dinner with real beef in tomato sauce ,Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134050
1220,25.87,0.825,"kibbles 'n bits bistro tender cuts with real turkey,bacon & vegetables in gravy ",Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134048
1221,15.21,0.825,kibbles 'n bits bistro tender cuts with real beef & vegetables in gravy ,Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134046
1222,15.71,0.825,"kibbles 'n bits bistro hearty cuts with real beef,chicken & vegetables in gravy ",Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134044
1223,25.87,0.825,kibbles 'n bits american grill burger dinner with real bacon & cheese bits in gravy ,Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,134042
1224,44.76,0.825,nutro wild frontier small prey recipe chicken loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,Nutro,Nutro,,,pate,132079
1225,25.08,0.825,castor & pollux organix tiny feasts grain-free organic chicken & potato stew dog food trays,Castor & Pollux,Castor & Pollux,,,stew,131173
1226,51.48,0.825,lotus rabbit loaf grain-free ,Lotus,Lotus,2.0,1.0,pate,131119
1227,44.28,0.825,lotus sardine loaf grain-free ,Lotus,Lotus,5.0,1.0,pate,131113
1228,44.28,0.825,lotus pork loaf grain-free ,Lotus,Lotus,3.0,1.0,pate,131111
1229,35.88,0.825,tuscan natural carne grain-free turkey & chicken ,Tuscan Natural,Tuscan Natural,,,pate,130996
1230,35.88,0.825,tuscan natural simply pure lamb grain-free ,Tuscan Natural,Tuscan Natural,5.0,1.0,pate,130994
1231,32.64,0.825,against the grain nothing else salmon canned grain-free dog food,Against the Grain,Against the Grain,,,chunks in gravy,130426
1232,32.27,0.825,against the grain nothing else pork canned grain-free dog food,Against the Grain,Against the Grain,,,chunks in gravy,130424
1233,32.64,0.825,against the grain nothing else duck canned grain-free dog food,Against the Grain,Against the Grain,,,chunks in gravy,130422
1234,32.64,0.825,against the grain nothing else beef grain-free ,Against the Grain,Against the Grain,,,chunks in gravy,130418
1235,33.99,0.825,tender & true sustainable seafood ocean whitefish & potato recipe grain- free ,Tender & True,Tender & True,,,pate,115372
1236,19.28,0.825,pedigree chunky ground dinner with beef ,Pedigree,Pedigree,5.0,1.0,minced,114369
1237,37.08,9.149999999999999,kasiks cage-free turkey formula grain-free ,KASIKS,KASIKS,,,pate,110197
1238,29.04,0.825,dogswell wet food grain-free turkey savory stew,Dogswell,Dogswell,,,stew,109280
1239,29.04,0.825,dogswell grain-free savory stew chicken recipe ,Dogswell,Dogswell,,,stew,109278
1240,29.04,0.825,dogswell savory stew duck recipe grain-free ,Dogswell,Dogswell,5.0,1.0,stew,109276
1241,29.04,0.825,dogswell savory stew lamb recipe grain-free ,Dogswell,Dogswell,,,stew,109274
1242,29.04,0.825,dogswell hearty loaf chicken recipe grain-free puppy ,Dogswell,Dogswell,,,pate,109272
1243,16.99,2.625,under the sun grain-free with salmon & shrimp dog food trays,Under the Sun,Under the Sun,2.0,1.0,pate,108472
1244,76.56,9.0,k9 natural grass-fed beef feast with hoki oil grain-free puppy ,K9 Natural,K9 Natural,5.0,1.0,pate,107741
1245,59.88,0.825,caru real chicken with duck stew grain-free wet dog food,Caru,Caru,4.0,2.0,stew,106780
1246,37.08,9.149999999999999,firstmate 50/50 chicken & tuna formula grain-free ,FirstMate,FirstMate,,,pate,106675
1247,100.56,9.0,k9 natural grass-fed venison feast grain-free ,K9 Natural,K9 Natural,4.0,3.0,pate,104994
1248,76.56,9.0,k9 natural cage-free chicken & tripe feast grain-free ,K9 Natural,K9 Natural,4.0,2.0,pate,104984
1250,66.96,8.25,lotus pork stew grain-free ,Lotus,Lotus,,,stew,101899
1251,19.98,2.25,variety pet foods mixables mixed grill variety pack dog food pouches,Variety Pet Foods,Variety Pet Foods,4.0,1.0,chunks in gravy,101055
1252,33.42,9.5625,variety pet foods savannah crockpot ,Variety Pet Foods,Variety Pet Foods,,,stew,101023
1253,27.48,9.899999999999999,variety pet foods homestyle stew mom's crockpot ,Variety Pet Foods,Variety Pet Foods,,,stew,101013
1254,25.83,9.5625,variety pet foods healthy coat mom's tasty mixed grill ,Variety Pet Foods,Variety Pet Foods,5.0,1.0,stew,101001
1255,27.11,9.5625,variety pet foods healthy coat grandma's buffet dinner ,Variety Pet Foods,Variety Pet Foods,,,stew,100999
1256,33.07,9.5625,variety pet foods healthy coat dad's savory catch ,Variety Pet Foods,Variety Pet Foods,,,stew,100997
1257,28.99,9.899999999999999,dave's pet food stewlicious luscious lamb stew ,Dave's Pet Food,Dave's Pet Food,3.0,1.0,stew,99509
1258,31.08,9.75,dave's pet food stewlicious grain-free gobbledy good stew ,Dave's Pet Food,Dave's Pet Food,4.5,2.0,stew,99497
1259,36.00,5.025,almo nature legend tuna fillet adult grain-free ,Almo Nature,Almo Nature,,,minced,93623
1260,36.00,5.025,almo nature legend tuna and chicken adult grain-free ,Almo Nature,Almo Nature,,,minced,93621
1261,34.55,5.025,almo nature legend homemade style chicken with carrots adult grain-free ,Almo Nature,Almo Nature,5.0,1.0,minced,93618
1262,34.49,5.025,almo nature legend homemade style beef with potatoes and peas adult grain-free ,Almo Nature,Almo Nature,5.0,2.0,minced,93615
1263,35.35,5.025,almo nature legend chicken fillet adult grain-free ,Almo Nature,Almo Nature,3.0,1.0,minced,93612
1264,34.73,5.025,almo nature legend chicken drumstick adult grain-free ,Almo Nature,Almo Nature,3.0,1.0,minced,93609
1265,34.80,5.025,almo nature legend beef adult ,Almo Nature,Almo Nature,1.0,2.0,minced,93606
1266,34.68,9.600000000000001,party animal cocolicious 95% wild caught salmon grain-free ,Party Animal,Party Animal,4.9,19.0,pate,93286
1267,34.68,9.600000000000001,party animal cocolicious 95% wholesome venison grain-free ,Party Animal,Party Animal,4.6,27.0,pate,93284
1268,43.23,9.375,bravo! canine cafe turkey fricassee grain-free ,Bravo!,Bravo!,4.8,4.0,minced,92938
1269,31.60,9.899999999999999,"petguard liver,vegetable & wheat germ dinner ",PetGuard,PetGuard,4.7,3.0,pate,52561
1270,29.26,0.825,dave's pet food grain-free turkey & sweet potato cuts in gravy ,Dave's Pet Food,Dave's Pet Food,,,chunks in gravy,123826
1271,34.35,9.5625,variety pet foods mom's turkey dinner ,Variety Pet Foods,Variety Pet Foods,5.0,3.0,stew,101017
1272,27.48,9.899999999999999,variety pet foods homestyle stew momma's best ,Variety Pet Foods,Variety Pet Foods,,,stew,101011
1273,31.08,9.899999999999999,dave's pet food stewlicious chicken casserole ,Dave's Pet Food,Dave's Pet Food,5.0,2.0,stew,99507
1274,33.42,9.75,party animal ducked up recipe grain-free ,Party Animal,Party Animal,4.3,9.0,pate,88817
1275,32.99,0.825,blue buffalo santa fe grill with chicken & chickpeas ,Blue Buffalo,Blue Buffalo,,,chunks in gravy,136265
1276,16.00,0.825,triumph meals of victory with salmon in savory juices dog food trays,Triumph,Triumph,,,bits in broth,126274
1277,27.48,9.899999999999999,variety pet foods homestyle stew dad's casserole ,Variety Pet Foods,Variety Pet Foods,5.0,1.0,stew,101005
1278,26.08,9.899999999999999,evolve lamb formula ,Evolve,Evolve,3.7,3.0,pate,79756
1279,41.88,0.825,lotus salmon loaf grain-free ,Lotus,Lotus,,,pate,131117
1280,41.88,0.825,lotus turkey loaf grain-free ,Lotus,Lotus,,,pate,131109
1281,19.15,0.825,pedigree homestyle meals lamb & rice flavor stew ,Pedigree,Pedigree,,,chunks in gravy,114388
1282,43.23,9.75,bravo! canine cafe 95% chicken & liver dinner grain-free ,Bravo!,Bravo!,,,shredded,92940
1283,30.48,9.899999999999999,petguard chicken & herbed brown rice dinner ,PetGuard,PetGuard,4.0,2.0,pate,48555
1284,45.36,0.825,nutro wild frontier hunters recipe beef loaf with chicken & turkey pieces adult high-protein grain-free dog food trays,Nutro,Nutro,,,pate,132083
1285,44.28,0.825,lotus duck loaf grain-free ,Lotus,Lotus,,,pate,131115
1286,41.88,0.825,lotus chicken loaf grain-free ,Lotus,Lotus,4.0,1.0,pate,131107
1287,29.26,0.825,dave's pet food grain-free ocean fish & vegetable cuts in gravy ,Dave's Pet Food,Dave's Pet Food,5.0,2.0,chunks in gravy,123830
1288,32.99,0.825,tender & true antibiotic-free natural chicken & brown rice recipe ,Tender & True,Tender & True,4.0,1.0,pate,115366
1289,43.23,9.375,bravo! canine cafe beef fricassee grain-free ,Bravo!,Bravo!,3.7,3.0,minced,92936
